,id,date-time,x,y,res,final
252,253,2021-10-18 13:10:57.152,4098,118,8,8
253,254,2021-10-18 13:10:57.252,4098,118,8,8
254,255,2021-10-18 13:10:57.353,4098,119,8,8
255,256,2021-10-18 13:10:57.453,4098,118,8,8
256,257,2021-10-18 13:10:57.553,4098,118,8,8
257,258,2021-10-18 13:10:57.654,4098,119,8,8
258,259,2021-10-18 13:10:57.754,4097,119,8,8
259,260,2021-10-18 13:10:57.854,4098,118,8,8
260,261,2021-10-18 13:10:57.955,4097,119,8,8
261,262,2021-10-18 13:10:58.099,4098,119,8,8
262,263,2021-10-18 13:10:58.156,4098,118,8,8
263,264,2021-10-18 13:10:58.256,4098,118,8,8
264,265,2021-10-18 13:10:58.36,4098,118,8,8
265,266,2021-10-18 13:10:58.457,4098,118,8,8
266,267,2021-10-18 13:10:58.611,4098,118,8,8
267,268,2021-10-18 13:10:58.657,4098,118,8,8
268,269,2021-10-18 13:10:58.758,4098,118,8,8
269,270,2021-10-18 13:10:58.91,4097,119,8,8
270,271,2021-10-18 13:10:58.959,4097,118,8,8
271,272,2021-10-18 13:10:59.059,4098,118,8,8
272,273,2021-10-18 13:10:59.159,4098,118,8,8
273,274,2021-10-18 13:10:59.261,4098,119,8,8
274,275,2021-10-18 13:10:59.389,4098,118,8,8
275,276,2021-10-18 13:10:59.46,4099,119,8,8
276,277,2021-10-18 13:10:59.561,4098,119,8,8
277,278,2021-10-18 13:10:59.661,4098,118,8,8
278,279,2021-10-18 13:10:59.762,4099,119,8,8
279,280,2021-10-18 13:10:59.902,4098,119,8,8
280,281,2021-10-18 13:10:59.962,4098,119,8,8
281,282,2021-10-18 13:11:00.063,4097,118,8,8
282,283,2021-10-18 13:11:00.182,4097,118,8,8
283,284,2021-10-18 13:11:00.263,4097,118,8,8
284,285,2021-10-18 13:11:00.417,4098,118,8,8
285,286,2021-10-18 13:11:00.464,4097,119,8,8
286,287,2021-10-18 13:11:00.564,4098,118,8,8
287,288,2021-10-18 13:11:00.688,4098,118,8,8
288,289,2021-10-18 13:11:00.765,4098,119,8,8
289,290,2021-10-18 13:11:00.868,4098,119,8,8
290,291,2021-10-18 13:11:00.966,4097,120,8,8
291,292,2021-10-18 13:11:01.066,4098,118,8,8
292,293,2021-10-18 13:11:01.192,4098,118,8,8
293,294,2021-10-18 13:11:01.267,4098,119,8,8
294,295,2021-10-18 13:11:01.367,4098,118,8,8
295,296,2021-10-18 13:11:01.468,4098,118,8,8
296,297,2021-10-18 13:11:01.568,4098,119,8,8
297,298,2021-10-18 13:11:01.668,4098,119,8,8
298,299,2021-10-18 13:11:01.769,4098,119,8,8
299,300,2021-10-18 13:11:02.162,4098,118,8,8
300,301,2021-10-18 13:11:17.595,4092,119,8,8
301,302,2021-10-18 13:11:17.91,4092,119,8,8
302,303,2021-10-18 13:11:18.412,4092,119,8,8
303,304,2021-10-18 13:11:18.512,4092,119,8,8
304,305,2021-10-18 13:11:18.625,4092,118,8,8
305,306,2021-10-18 13:11:18.713,4092,118,8,8
306,307,2021-10-18 13:11:18.813,4092,118,8,8
307,308,2021-10-18 13:11:18.918,4092,119,8,8
308,309,2021-10-18 13:11:19.014,4092,118,8,8
309,310,2021-10-18 13:11:19.135,4092,119,8,8
310,311,2021-10-18 13:11:19.215,4092,118,8,8
311,312,2021-10-18 13:11:19.322,4092,118,8,8
312,313,2021-10-18 13:11:19.415,4092,118,8,8
313,314,2021-10-18 13:11:19.516,4092,119,8,8
314,315,2021-10-18 13:11:19.657,4092,118,8,8
315,316,2021-10-18 13:11:19.717,4092,119,8,8
316,317,2021-10-18 13:11:19.817,4092,118,8,8
317,318,2021-10-18 13:11:19.929,4092,118,8,8
318,319,2021-10-18 13:11:20.018,4091,118,8,8
319,320,2021-10-18 13:11:20.118,4092,118,8,8
320,321,2021-10-18 13:11:20.218,4092,119,8,8
321,322,2021-10-18 13:11:20.319,4092,119,8,8
322,323,2021-10-18 13:11:20.451,4092,119,8,8
323,324,2021-10-18 13:11:20.52,4092,119,8,8
324,325,2021-10-18 13:11:20.62,4092,119,8,8
325,326,2021-10-18 13:11:20.72,4092,118,8,8
326,327,2021-10-18 13:11:20.822,4092,118,8,8
327,328,2021-10-18 13:11:20.965,4092,119,8,8
328,329,2021-10-18 13:11:21.022,4092,119,8,8
329,330,2021-10-18 13:11:21.123,4092,118,8,8
330,331,2021-10-18 13:11:21.243,4091,119,8,8
331,332,2021-10-18 13:11:21.323,4092,119,8,8
332,333,2021-10-18 13:11:21.477,4092,119,8,8
333,334,2021-10-18 13:11:21.524,4092,118,8,8
334,335,2021-10-18 13:11:21.625,4092,119,8,8
335,336,2021-10-18 13:11:21.751,4093,118,8,8
336,337,2021-10-18 13:11:21.825,4092,118,8,8
337,338,2021-10-18 13:11:21.929,4092,119,8,8
338,339,2021-10-18 13:11:22.026,4091,118,8,8
339,340,2021-10-18 13:11:22.126,4091,118,8,8
340,341,2021-10-18 13:11:22.258,4092,119,8,8
341,342,2021-10-18 13:11:22.327,4093,119,8,8
342,343,2021-10-18 13:11:22.428,4092,119,8,8
343,344,2021-10-18 13:11:22.528,4092,118,8,8
344,345,2021-10-18 13:11:22.628,4092,119,8,8
345,346,2021-10-18 13:11:22.729,4091,118,8,8
346,347,2021-10-18 13:11:22.829,4092,119,8,8
347,348,2021-10-18 13:11:22.929,4092,119,8,8
348,349,2021-10-18 13:11:23.03,4092,120,8,8
349,350,2021-10-18 13:11:23.13,4092,118,8,8
350,351,2021-10-18 13:11:23.23,4092,119,8,8
351,352,2021-10-18 13:11:30.908,4091,120,8,8
352,353,2021-10-18 13:11:31.26,4092,119,8,8
353,354,2021-10-18 13:11:31.762,4092,120,8,8
354,355,2021-10-18 13:11:31.863,4091,120,8,8
355,356,2021-10-18 13:11:31.963,4092,120,8,8
356,357,2021-10-18 13:11:32.068,4091,120,8,8
357,358,2021-10-18 13:11:32.164,4092,119,8,8
358,359,2021-10-18 13:11:32.264,4093,119,8,8
359,360,2021-10-18 13:11:32.398,4092,119,8,8
360,361,2021-10-18 13:11:32.465,4091,119,8,8
361,362,2021-10-18 13:11:32.565,4092,120,8,8
362,363,2021-10-18 13:11:32.665,4092,120,8,8
363,364,2021-10-18 13:11:32.766,4091,120,8,8
364,365,2021-10-18 13:11:32.907,4091,119,8,8
365,366,2021-10-18 13:11:32.967,4091,119,8,8
366,367,2021-10-18 13:11:33.067,4092,120,8,8
367,368,2021-10-18 13:11:33.171,4092,120,8,8
368,369,2021-10-18 13:11:33.268,4092,119,8,8
369,370,2021-10-18 13:11:33.368,4091,120,8,8
370,371,2021-10-18 13:11:33.468,4091,120,8,8
371,372,2021-10-18 13:11:33.569,4092,120,8,8
372,373,2021-10-18 13:11:33.684,4092,120,8,8
373,374,2021-10-18 13:11:33.77,4092,119,8,8
374,375,2021-10-18 13:11:33.87,4091,119,8,8
375,376,2021-10-18 13:11:33.97,4091,120,8,8
376,377,2021-10-18 13:11:34.071,4091,120,8,8
377,378,2021-10-18 13:11:34.224,4092,120,8,8
378,379,2021-10-18 13:11:34.271,4091,119,8,8
379,380,2021-10-18 13:11:34.372,4091,120,8,8
380,381,2021-10-18 13:11:34.472,4091,119,8,8
381,382,2021-10-18 13:11:34.573,4091,120,8,8
382,383,2021-10-18 13:11:34.673,4092,120,8,8
383,384,2021-10-18 13:11:34.773,4092,119,8,8
384,385,2021-10-18 13:11:34.874,4091,120,8,8
385,386,2021-10-18 13:11:35.002,4092,119,8,8
386,387,2021-10-18 13:11:35.074,4091,119,8,8
387,388,2021-10-18 13:11:35.175,4091,119,8,8
388,389,2021-10-18 13:11:35.275,4091,120,8,8
389,390,2021-10-18 13:11:35.376,4092,119,8,8
390,391,2021-10-18 13:11:35.511,4092,120,8,8
391,392,2021-10-18 13:11:35.576,4091,119,8,8
392,393,2021-10-18 13:11:35.677,4091,119,8,8
393,394,2021-10-18 13:11:35.795,4091,119,8,8
394,395,2021-10-18 13:11:35.877,4092,119,8,8
395,396,2021-10-18 13:11:36.029,4091,120,8,8
396,397,2021-10-18 13:11:36.078,4092,119,8,8
397,398,2021-10-18 13:11:36.179,4091,119,8,8
398,399,2021-10-18 13:11:36.31,4092,120,8,8
399,400,2021-10-18 13:11:36.67,4091,120,8,8
400,401,2021-10-18 13:11:47.125,4097,120,8,8
401,402,2021-10-18 13:11:47.421,4097,119,8,8
402,403,2021-10-18 13:11:47.923,4098,119,8,8
403,404,2021-10-18 13:11:48.024,4097,119,8,8
404,405,2021-10-18 13:11:48.124,4097,120,8,8
405,406,2021-10-18 13:11:48.264,4097,119,8,8
406,407,2021-10-18 13:11:48.325,4097,119,8,8
407,408,2021-10-18 13:11:48.425,4098,119,8,8
408,409,2021-10-18 13:11:48.525,4097,120,8,8
409,410,2021-10-18 13:11:48.626,4096,119,8,8
410,411,2021-10-18 13:11:48.771,4097,119,8,8
411,412,2021-10-18 13:11:48.827,4097,119,8,8
412,413,2021-10-18 13:11:48.927,4097,119,8,8
413,414,2021-10-18 13:11:49.058,4097,119,8,8
414,415,2021-10-18 13:11:49.128,4098,119,8,8
415,416,2021-10-18 13:11:49.228,4097,119,8,8
416,417,2021-10-18 13:11:49.328,4098,120,8,8
417,418,2021-10-18 13:11:49.429,4097,119,8,8
418,419,2021-10-18 13:11:49.552,4097,120,8,8
419,420,2021-10-18 13:11:49.63,4098,119,8,8
420,421,2021-10-18 13:11:49.73,4097,119,8,8
421,422,2021-10-18 13:11:49.833,4097,119,8,8
422,423,2021-10-18 13:11:49.931,4097,119,8,8
423,424,2021-10-18 13:11:50.069,4097,119,8,8
424,425,2021-10-18 13:11:50.131,4098,119,8,8
425,426,2021-10-18 13:11:50.232,4097,119,8,8
426,427,2021-10-18 13:11:50.332,4096,120,8,8
427,428,2021-10-18 13:11:50.433,4097,119,8,8
428,429,2021-10-18 13:11:50.533,4096,119,8,8
429,430,2021-10-18 13:11:50.633,4097,120,8,8
430,431,2021-10-18 13:11:50.734,4097,120,8,8
431,432,2021-10-18 13:11:50.848,4097,118,8,8
432,433,2021-10-18 13:11:50.934,4097,120,8,8
433,434,2021-10-18 13:11:51.039,4097,120,8,8
434,435,2021-10-18 13:11:51.135,4097,119,8,8
435,436,2021-10-18 13:11:51.235,4097,119,8,8
436,437,2021-10-18 13:11:51.384,4098,120,8,8
437,438,2021-10-18 13:11:51.436,4098,119,8,8
438,439,2021-10-18 13:11:51.537,4097,120,8,8
439,440,2021-10-18 13:11:51.637,4097,119,8,8
440,441,2021-10-18 13:11:51.737,4097,119,8,8
441,442,2021-10-18 13:11:51.838,4098,120,8,8
442,443,2021-10-18 13:11:51.938,4097,119,8,8
443,444,2021-10-18 13:11:52.038,4097,119,8,8
444,445,2021-10-18 13:11:52.162,4098,119,8,8
445,446,2021-10-18 13:11:52.239,4097,119,8,8
446,447,2021-10-18 13:11:52.34,4096,119,8,8
447,448,2021-10-18 13:11:52.44,4097,120,8,8
448,449,2021-10-18 13:11:52.54,4096,119,8,8
449,450,2021-10-18 13:11:52.801,4097,120,8,8
450,451,2021-10-18 13:11:59.443,4097,121,8,8
451,452,2021-10-18 13:11:59.818,4096,120,8,8
452,453,2021-10-18 13:12:00.32,4097,121,8,8
453,454,2021-10-18 13:12:00.421,4097,120,8,8
454,455,2021-10-18 13:12:00.521,4097,120,8,8
455,456,2021-10-18 13:12:00.621,4097,121,8,8
456,457,2021-10-18 13:12:00.722,4097,120,8,8
457,458,2021-10-18 13:12:00.822,4097,120,8,8
458,459,2021-10-18 13:12:00.929,4097,121,8,8
459,460,2021-10-18 13:12:01.023,4097,121,8,8
460,461,2021-10-18 13:12:01.123,4097,120,8,8
461,462,2021-10-18 13:12:01.25,4097,121,8,8
462,463,2021-10-18 13:12:01.324,4097,120,8,8
463,464,2021-10-18 13:12:01.424,4097,121,8,8
464,465,2021-10-18 13:12:01.524,4096,120,8,8
465,466,2021-10-18 13:12:01.625,4096,120,8,8
466,467,2021-10-18 13:12:01.766,4096,121,8,8
467,468,2021-10-18 13:12:01.826,4097,119,8,8
468,469,2021-10-18 13:12:01.926,4097,120,8,8
469,470,2021-10-18 13:12:02.035,4097,121,8,8
470,471,2021-10-18 13:12:02.13,4097,120,8,8
471,472,2021-10-18 13:12:02.227,4096,120,8,8
472,473,2021-10-18 13:12:02.327,4096,120,8,8
473,474,2021-10-18 13:12:02.428,4097,120,8,8
474,475,2021-10-18 13:12:02.531,4097,121,8,8
475,476,2021-10-18 13:12:02.629,4097,120,8,8
476,477,2021-10-18 13:12:02.729,4097,121,8,8
477,478,2021-10-18 13:12:02.831,4096,120,8,8
478,479,2021-10-18 13:12:02.93,4097,120,8,8
479,480,2021-10-18 13:12:03.075,4096,121,8,8
480,481,2021-10-18 13:12:03.13,4097,121,8,8
481,482,2021-10-18 13:12:03.231,4097,121,8,8
482,483,2021-10-18 13:12:03.331,4096,120,8,8
483,484,2021-10-18 13:12:03.432,4097,121,8,8
484,485,2021-10-18 13:12:03.532,4097,120,8,8
485,486,2021-10-18 13:12:03.632,4097,121,8,8
486,487,2021-10-18 13:12:03.733,4097,121,8,8
487,488,2021-10-18 13:12:03.833,4097,120,8,8
488,489,2021-10-18 13:12:03.933,4097,120,8,8
489,490,2021-10-18 13:12:04.035,4097,120,8,8
490,491,2021-10-18 13:12:04.134,4097,120,8,8
491,492,2021-10-18 13:12:04.235,4096,121,8,8
492,493,2021-10-18 13:12:04.377,4097,121,8,8
493,494,2021-10-18 13:12:04.436,4097,120,8,8
494,495,2021-10-18 13:12:04.536,4097,120,8,8
495,496,2021-10-18 13:12:04.636,4097,120,8,8
496,497,2021-10-18 13:12:04.736,4097,120,8,8
497,498,2021-10-18 13:12:04.887,4097,120,8,8
498,499,2021-10-18 13:12:05.171,4097,121,8,8
499,500,2021-10-18 13:12:05.399,4096,120,8,8
